Notice Date,Shop,Address,Municipality,Offence,ChargeBy,Charge,LAT,LON
2021-3-16,Perla Oyster Bar & Grill,3901 Hwy 7,City of Vaughan,"O. Reg. 263/20, Schedule 2, Sec. 1.(1)7. Fail to limit the number of patrons seated indoors so as to maintain a physical distance of at least two metres from every other person in the establishment, and in any event not exceeding 10 patrons.",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.787887,-79.554483
2021-3-16,Pho Tai Bac,"9555 Yonge St., Unit 14",City of Richmond Hill,Pt. 1 ROA – Fail to comply with a continued Section 7.0.2. Order: Indoor dining capacity over 10 patrons,Richmond Hill Bylaw Enforcement,$750 + surcharge = $880,43.859406,-79.434515
2021-3-16,Private Address,N/A,City of Vaughan,"48 Charges - Social gathering under COVID-19 Emergency By-Law 037-2020, Sec. 10.0(1) Fail to comply with any provision of the By-law, including an Order or Enforcement Order made under the By-law",Vaughan Bylaw Enforcement,$750 + surcharge = $880,,
2021-3-16,Side By Side Hotpot,8339 Kennedy Rd.,City of Markham,Pt. 1 ROA – Business Regulations (in person dining exceeding capacity),Markham Bylaw Enforcement,$750 + surcharge = $880,43.857463,-79.303848
2021-3-16,South St. Burger,1 Bass Pro Mills Dr,City of Vaughan,"O. Reg. 263/20, Schedule 2, Sec. 1(1)10 Fail to ensure that no person is dancing, singing or performing music at the establishment",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.821902,-79.539224
2021-3-16,Spizzico Ristorante,3991 Major MacKenzie Dr W,City of Vaughan,"O. Reg. 263/20, Schedule 2, Sec. 1.(1)7. Fail to limit the number of patrons seated indoors so as to maintain a physical distance of at least two metres from every other person in the establishment, and in any event not exceeding 10 patrons",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.842377,-79.572834
2021-3-16,Tea Va See,1416 Centre Street,City of Vaughan,"O. Reg. 263/20, Schedule 2, Sec. 1.(1)12. Fail to have at least two full sides open to the outdoors if outdoor dining area is covered by a roof, canopy, tent, awning or other element",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.806286,-79.471428
2021-3-16,Thornhill Pub,7756 Yonge St,City of Vaughan,"O. Reg. 263/20, Schedule 2, Sec. 1.(1)7. Fail to limit the number of patrons seated indoors so as to maintain a physical distance of at least two metres from every other person in the establishment, and in any event not exceeding 10 patrons",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.816657,-79.424616
2021-3-16,Walmart,700 Centre St.,City of Vaughan,"O. Reg. 263/20, Schedule 1, Sec. 3.1(1) Individual fail to wear a face covering in an indoor area of a business or organization open to the public",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.810501,-79.452273
2021-3-23,Behesht Café,10165 Yonge Street,City of Richmond Hill,"Part 1 ROA – for Lack of contact tracing logs, no COVID-19 safety plan",YR Public Health,$750 + surcharge = $880,43.875345,-79.438135
2021-3-23,Haze Restaurant and Lounge,211-9737 Yonge Street,City of Richmond Hill,"Part 1 ROA – for Lack of COVID-19 safety plan, improper mask use by employees",YR Public Health,$750 + surcharge = $880,43.865057,-79.435843
2021-3-23,Just Relax Wellness Centre,160 East Beaver Creek Rd – Unit 17,City of Richmond Hill,2 Charges Pt.1 - Fail to comply with continued Section 7.0.2 Order O. Reg. 263/20 – Rules for Areas in Stage 2 – Patrons not wearing a face covering.,Richmond Hill Bylaw Enforcement,$750 + surcharge = $880,43.849143,-79.377338
2021-3-23,Kayamono Japanese Restaurant,110 Windflower Gate,City of Vaughan,"O. Reg. 263/20 – Fail to limit the number of patrons seated indoors so as to maintain a physical distance of at least two metres from every other person in the establishment, and in any event not exceeding 10 patrons",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.79015,-79.553777
2021-3-23,Muse Masage Spa,30 Freshway Drive,City of Vaughan,Individual charged — O. Reg. 263/20 – An individual fail to wear a face covering in an indoor area of a business or organization open to the public,Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.793003,-79.512298
2021-3-23,Nove Ristorante,8383 Weston Road,City of Vaughan,O. Reg. 263/20 – Fail to limit the number of people sitting at one table,Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.806198,-79.551374
2021-3-23,Perla Oyster Bar & Grill,3901 Highway 7,City of Vaughan,Part 1 ROA – for Over 10 people dining indoors,York Region Public Health,$750 + surcharge = $880,43.787887,-79.554483
2021-3-23,Regalz Kitchen and Bar,4000 Steeles Ave W.,City of Vaughan,"O. Reg. 263/20 – Fail to limit the number of patrons seated indoors so as to maintain a physical distance of at least two metres from every other person in the establishment, and in any event not exceeding 10 patrons",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.769366,-79.551057
2021-3-23,Royal Galaxy Restaurant,4120 Steeles Ave W.,City of Vaughan,O. Reg. 263/20 – Fail to limit the number of people sitting at one table,Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.76837,-79.555869
2021-3-23,Sapore by Zefferano,"Bldg A, Unit 12-13 8000 Hwy 27",City of Vaughan,Part 1 ROA – for Over 10 people dining indoors,YR Public Health,$750 + surcharge = $880,43.77812,-79.622844
2021-3-23,Suko Health and Beauty Spa,420 Highway 7 East – Unit 25,City of Richmond Hill,3 Charges - Pt.1 - Fail to comply with continued Section 7.0.2 Order O. Reg. 263/20 – Rules for Areas in Stage 2 - Patrons not wearing a face covering.,Richmond Hill Bylaw Enforcement,$750 + surcharge = $880,43.842542,-79.390895
2021-3-23,The Mills Tap House & Grill,9100 Jane Street,City of Vaughan,Part 1 ROA – for Over 10 people dining indoors,YR Public Health,$750 + surcharge = $880,43.829734,-79.532514
2021-3-23,The Mills Tap House & Grill,9100 Jane Street,City of Vaughan,"O. Reg. 263/20 – Fail to limit the number of patrons seated indoors so as to maintain a physical distance of at least two metres from every other person in the establishment, and in any event not exceeding 10 patrons",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.829734,-79.532514
2021-3-23,Tim Hortons,1470 Centre Street,City of Vaughan,O. Reg. 263/20 – Fail to limit the number of people sitting at one table,Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.787887,-79.554483
2021-3-29,Metro Square MSQ,3636 Steeles Ave. East,City of Markham,Pt. 1 ROA - Business Regulations - no active screening at entrance; no count of patrons in mall,Markham Bylaw Enforcement,$750 + surcharge = $880,43.818236,-79.330544
2021-3-29,One Plus One Spa,9218 Yonge Street – Unit 6,City of Richmond Hill,2 Charges Pt. 1 ROA - Fail to comply with continued Section 7.0.2 Order O. Reg. 263/20 – Patrons not wearing a face covering,Richmond Hill Bylaw Enforcement,$750 + surcharge = $880,43.852176,-79.432882
2021-3-29,Walmart,3600 Major Mackenzie Dr. W,City of Vaughan,"COVID-19 Emergency By-Law 037-2020, Sec. 10.0(1) Fail to comply with any provision of the By-law, including an Order or Enforcement Order made under the By-law",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.845359,-79.555469
2021-4-5,Allwood Products Ltd.,180 Viceroy Road,City of Vaughan,"Part 1 ROA – for no COVID-19 safety plan, lack of cleaning and disinfection",YR Public Health,$750 + surcharge = $880,43.787918,-79.474819
2021-4-5,Café Landwer,9340 Bathurst Street,City of Vaughan,"Part 1 ROA – for no COVID-19 safety plan, lack of contact tracing",YR Public Health,$750 + surcharge = $880,43.84898,-79.458967
2021-4-5,Mazaj Lounge,118-2620 Rutherford Road,City of Vaughan,Pt. 1 HPPA - for hookah use in the establishment,YR Public Health,$750 + surcharge = $880,43.834074,-79.51958
2021-4-5,Mila Mexican Restaurant & Bar,40 Winges Road,City of Vaughan,"COVID-19 Emergency By-Law 037-2020, Sec. 10.0(1) Fail to comply with any provision of the By-law, including an Order or Enforcement Order made under the By-law",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.78643,-79.554139
2021-4-5,Posh Supperclub,2810 Steeles Ave West,City of Vaughan,"Part 1 ROA - O. Reg. 263/20, Schedule 2 – Fail to limit the number of people in the establishment to 50 people",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.777449,-79.512492
2021-4-5,That’s Italian Ristorante,2 Tall Grass Trail,City of Vaughan,"Part 1 ROA – O. Reg. 82/20, Schedule 2 – Food or drink establishment fail to remail open only for take-out, drive-through or delivery",Vaughan Bylaw Enforcement,$750 + surcharge = $880,43.781927,-79.573609
2021-4-5,World Bowl,9 East Wilmot Street,City of Richmond Hill,Pt. 1 ROA – Fail to comply with continued Section 7.0.2 Order – Over capacity limit,Richmond Hill Bylaw Enforcement,$750 + surcharge = $880,43.852932,-79.383543
2021-4-12,Canan Art Centre,50 Anderson Ave.,City of Markham,"Pt. 1 ROA - Business Regulations (obstruct any person exercising a power in accordance with continued section 7.0.2 order)Pt. 1 ROA - Gathering Limits (missing safety plan, missing signage)",Markham Bylaw Enforcement,$750 + surcharge = $880,43.901069,-79.26433
2021-4-12,Full Fresh Supermarket,9390 Woodbine Ave.,City of Markham,Pt. 1 ROA - Physical Distancing (lack of physical distancing),Markham Bylaw Enforcement,$750 + surcharge = $880,43.872691,-79.363914
2021-4-12,Shoppers Drug Mart,7700 Markham Road,City of Markham,Pt. 1 ROA - Business Regulations (selling non-essential items),Markham Bylaw Enforcement,$750 + surcharge = $880,43.853894,-79.25523
